45.825866,16.043631
45.825998,16.0437
45.826003,16.043703
45.82601,16.043708
45.826071,16.043746
45.826079,16.043751
45.826085,16.043758
45.826091,16.043766
45.826095,16.043775
45.826098,16.043785
45.826101,16.043794
45.826103,16.043805
45.826103,16.043816
45.826104,16.043826
45.826104,16.043828
45.826103,16.043828
45.826103,16.043829
45.826103,16.043829
45.826103,16.043829
45.826103,16.043831
45.826096,16.043833
45.826091,16.043835
45.826088,16.043835
45.826083,16.043833
45.826078,16.043831
45.826074,16.043826
45.826071,16.043823
45.826071,16.043823
45.826071,16.043823
45.826069,16.043821
45.826069,16.043821
45.826069,16.043821
45.826069,16.043819
45.826068,16.043819
45.826068,16.043819
45.826066,16.043819
45.826066,16.043818
45.826066,16.043818
45.826051,16.043798
45.826036,16.043776
45.825958,16.043649
45.825944,16.043605
45.825925,16.043536
45.825898,16.043454
45.825856,16.043358
45.825826,16.043245
45.825796,16.043151
45.825774,16.043064
45.825754,16.042973
45.825731,16.04288
45.8257,16.042795
45.825673,16.042711
45.825645,16.04265
45.825621,16.042591
45.825605,16.042548
45.825596,16.042516
45.825589,16.042491
45.825589,16.042489
45.825589,16.042489
45.825589,16.042489
45.825588,16.042488
45.825588,16.042488
45.825588,16.042488
45.825588,16.042488
45.825588,16.042488
45.825586,16.042486
45.825586,16.042486
45.825586,16.042486
45.825584,16.042485
45.825584,16.042485
45.825584,16.042483
45.825583,16.042483
45.825583,16.042481
45.825583,16.042481
45.825583,16.04248
45.825581,16.042478
45.825581,16.042478
45.825581,16.042476
45.82558,16.042474
45.82558,16.042473
45.82558,16.042473
45.825578,16.042471
45.825578,16.04247
45.825565,16.042438
45.825553,16.042405
45.825496,16.042251
45.825468,16.04217
45.825451,16.042111
45.825436,16.042021
45.825416,16.041933
45.825381,16.041826
45.825345,16.041725
45.825313,16.041615
45.825284,16.041509
45.825244,16.041405
45.825213,16.041295
45.825186,16.041181
45.825151,16.041066
45.82512,16.040951
45.825091,16.040838
45.825056,16.040736
45.825021,16.040633
45.824986,16.040533
45.824955,16.040444
45.824916,16.040356
45.824888,16.040261
45.82486,16.040166
45.824833,16.040083
45.824806,16.039993
45.824788,16.039903
45.824771,16.039813
45.824764,16.039728
45.824739,16.03964
45.824725,16.039553
45.824711,16.039444
45.824699,16.039373
45.824683,16.039313
45.824669,16.039251
45.824653,16.039201
45.82464,16.039165
45.824633,16.039116
45.824626,16.039079
45.824626,16.039076
45.824626,16.039073
45.824626,16.039068
45.824626,16.039063
45.824626,16.039056
45.824626,16.039049
45.824624,16.039045
45.824611,16.038956
45.824601,16.038914
45.824586,16.038863
45.824568,16.038806
45.82455,16.038751
45.824536,16.038695
45.824525,16.038631
45.824506,16.038576
45.824493,16.038535
45.824485,16.038496
45.82448,16.038459
45.824473,16.038413
45.824463,16.038371
45.824456,16.038336
45.824451,16.038298
45.824443,16.038259
45.824431,16.038221
45.82442,16.03817
45.824403,16.038113
45.824381,16.038043
45.824368,16.03797
45.824358,16.037894
45.824341,16.03781
45.82433,16.037724
45.824326,16.03766
45.824309,16.037593
45.824296,16.037528
45.824285,16.037468
45.824268,16.037408
45.824258,16.037356
45.824253,16.037295
45.824246,16.037261
45.824246,16.037261
45.824246,16.037261
45.824245,16.037258
45.824243,16.037253
45.824243,16.037253
45.824243,16.037251
45.824243,16.037251
45.824241,16.037251
45.824241,16.037249
45.824241,16.037249
45.824241,16.037249
45.824241,16.037249
45.82424,16.037248
45.82424,16.037248
45.82424,16.037248
45.82424,16.037248
45.824238,16.037248
45.824238,16.037246
45.824238,16.037246
45.824236,16.037246
45.824231,16.037241
45.824181,16.03719
45.824173,16.037141
45.824165,16.037083
45.824144,16.037019
45.824136,16.03697
45.824126,16.036921
45.824118,16.036873
45.82412,16.036833
45.82412,16.036831
45.82412,16.036831
45.82412,16.036829
45.82412,16.036829
45.82412,16.036829
45.82412,16.036828
45.824121,16.036828
45.824121,16.036826
45.824121,16.036826
45.824121,16.036826
45.824121,16.036824
45.824121,16.036824
45.824121,16.036824
45.824121,16.036824
45.824121,16.036823
45.824121,16.036823
45.824121,16.036823
45.824121,16.036821
45.824121,16.036821
45.824121,16.036821
45.824121,16.036821
45.824121,16.03682
45.824121,16.03682
45.824121,16.03682
45.824121,16.03682
45.824121,16.036818
45.824121,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036818
45.824123,16.036816
45.824125,16.036816
45.824125,16.036815
45.824133,16.036726
45.824133,16.036648
45.824116,16.036581
45.824094,16.036505
45.824073,16.036423
45.824048,16.036338
45.824021,16.036253
45.823996,16.03617
45.823971,16.036083
45.823951,16.035989
45.823928,16.035885
45.8239,16.035808
45.823875,16.035733
45.82385,16.035653
45.823823,16.035536
45.823798,16.035443
45.823768,16.035328
45.823741,16.035218
45.823713,16.035103
45.823683,16.034975
45.823654,16.034843
45.823624,16.034716
45.823593,16.034588
45.823564,16.034465
45.823536,16.034338
45.823505,16.034215
45.823473,16.034096
45.823446,16.033979
45.823423,16.033864
45.823398,16.033758
45.823373,16.03365
45.823341,16.033538
45.823309,16.033421
45.823276,16.033299
45.823248,16.033205
45.823231,16.033093
45.823213,16.032966
45.823183,16.032854
45.82316,16.032749
45.823129,16.03263
45.823108,16.032516
45.823078,16.032396
45.823048,16.032281
45.82302,16.032171
45.822988,16.032053
45.822956,16.03192
45.822921,16.031783
45.82289,16.031641
45.822863,16.031496
45.822831,16.031365
45.822806,16.031221
45.822778,16.031084
45.822751,16.030943
45.822724,16.030821
45.822698,16.030701
45.822668,16.030573
45.822643,16.030454
45.822614,16.030336
45.822588,16.030214
45.822558,16.0301
45.822536,16.029978
45.822513,16.029843
45.822485,16.029718
